NO, NAME, ADDRESS
45, 24시 비엔동물의료센터, 경기도 부천시 괴안동
46, 24시 사람앤동물메디컬센터, 경기도 용인시 수지구 성복동
47, 24시 산들산들 동물병원, 서울특별시 마포구 아현동
48, 24시 서울 탑 동물병원, 서울특별시 양천구 신정동
49, 24시 서울YES동물병원, 경기도 용인시 수지구 죽전동
50, 24시 성심동물메디컬센터, 대전광역시 유성구 봉명동
51, 24시 소래동물병원, 인천광역시 남동구 논현동
52, 24시 송도힐 동물메디컬센터, 인천광역시 연수구 송도동
53, 24시 수 동물메디컬센터, 서울특별시 영등포구 양평동1가
54, 24시 수유 바른펫 동물의료센터, 서울특별시 강북구 수유동
55, 24시 숨 동물병원, 경기도 수원시 권선구 권선동
56, 24시 스마트동물병원(신사본원), 서울특별시 강남구 신사동
57, 24시 시유동물메디컬센터, 서울특별시 용산구 이촌동
58, 24시 신도림S동물의료센터, 서울특별시 구로구 신도림동
59, 24시 쓰담쓰담 동물메디컬 센터, 경기도 용인시 기흥구 신갈동
60, 24시 아이동물메디컬센터, 경기도 부천시 원종동
61, 24시 아프리카동물병원, 경기도 안산시 단원구 초지동
62, 24시 안박동물병원, 서울특별시 강서구 등촌동
63, 24시 애니동물병원, 서울특별시 성북구 보문동5가
64, 24시 양주 힐 동물의료센터, 경기도 양주시 옥정동
65, 24시 언제나 동물병원, 광주광역시 북구 매곡동
66, 24시 오케이 동물병원, 인천광역시 연수구 송도동
67, 24시 온누리동물메디컬센터, 경기도 안산시 단원구 고잔동
68, 24시 올리몰스 동물 메디컬 센터, 전라북도 전주시 덕진구 송천동1가
69, 24시 웰니스 동물 의료센터, 경기도 부천시 중동
70, 24시 위드유 동물의료센터, 경기도 시흥시 은행동
71, 24시 위드힐동물메디컬센터, 경기도 남양주시 별내동
72, 24시 이지동물의료센터, 경기도 부천시 역곡동
73, 24시 중리 행복한동물병원, 경상남도 창원시 마산회원구 내서읍 호계리
74, 24시 지구촌 동물메디컬 센터, 서울특별시 구로구 구로동
75, 24시 청담우리 동물병원, 서울특별시 강남구 삼성동
76, 24시 청주이음동물의료센터, 충청북도 청주시 흥덕구 비하동
77, 24시 초이스 동물병원, 충청북도 청주시 흥덕구 복대동
78, 24시 치유동물의료센터, 서울특별시 은평구 녹번동
79, 24시 팔용feel동물병원, 경상남도 창원시 의창구 팔용동
80, 24시 폴 동물병원, 경기도 성남시 분당구 정자동
81, 24시 휴동물의료센터, 부산광역시 부산진구 전포동
82, 24시LC동물의료센터, 서울특별시 성동구 용답동
83, 24시OK동물병원, 서울특별시 강남구 대치동
84, 24시간 대전동물메디컬센터 숲, 대전광역시 유성구 봉명동
85, 24시꿈동물병원, 경기도 수원시 권선구 권선동
86, 24시노아동물메디컬센터, 광주광역시 동구 대인동
87, 24시동물병원, 경기도 용인시 기흥구 구갈동
88, 24시동물병원, 제주특별자치도 제주시 도남동
89, 24시동물병원 공감, 광주광역시 광산구 장덕동
90, 24시동탄윌동물의료센터, 경기도 화성시 반송동
91, 24시똑똑똑 동물메디컬센터, 제주특별자치도 제주시 연동
92, 24시루시드동물메디컬센터, 서울특별시 강북구 미아동
93, 24시마음든든동물병원, 경기도 안양시 만안구 석수동
94, 24시배곧스마트동물의료센터, 경기도 시흥시 배곧동
95, 24시보듬동물병원, 강원도 강릉시 임당동
96, 24시분당리더스동물의료원, 경기도 성남시 분당구 구미동
97, 24시삼성동물의료센터, 경기도 수원시 영통구 영통동
98, 24시센트럴동물메디컬센터, 서울특별시 성동구 행당동
99, 24시스마일동물병원, 경기도 이천시 진리동
100, 24시스마트동물메디컬센터, 서울특별시 은평구 응암동
101, 24시아프리카동물메디컬센터, 서울특별시 강서구 등촌동
102, 24시알파동물메디컬센터, 대구광역시 서구 내당동
103, 24시야간응급동물병원펫츠올, 경상남도 창원시 마산합포구 신포동2가
104, 24시예담동물의료센터, 서울특별시 은평구 역촌동
105, 24시예스동물병원, 서울특별시 서초구 반포동
106, 24시위드동물병원(정왕동동물의료센터), 경기도 시흥시 정왕동
107, 24시잠실ON동물의료센터, 서울특별시 송파구 잠실동
108, 24시청주i동물병원, 충청북도 청주시 청원구 율량동
109, 24시청주나음동물메디컬, 충청북도 청주시 상당구 용암동
110, 24시큰사랑동물병원, 경기도 이천시 중리동
111, 24시프라임동물병원, 대구광역시 달서구 대곡동
112, 24시해든동물메디컬센터, 경기도 부천시 중동
113, 24시핸즈동물의료센터, 경기도 화성시 오산동
114, 24아프리카동물메디컬센터, 대전광역시 서구 탄방동
115, 24일산우리동물병원, 
116, 25세 동물병원, 경상북도 칠곡군 왜관읍 석전리
117, 25시 동물병원, 부산광역시 남구 문현동
118, 25시 동물병원, 경기도 성남시 중원구 은행동
119, 25시 종합 동물병원, 강원도 원주시 무실동
120, 25시 종합동물병원, 경기도 오산시 오산동
121, 25시 죽곡동물병원, 대구광역시 달성군 다사읍 죽곡리
122, 25시동물병원, 서울특별시 노원구 중계동
123, 25시동물병원, 경기도 남양주시 화도읍 마석우리
124, 25시동물의료센터, 서울특별시 송파구 삼전동
125, 25시종합동물병원, 대구광역시 달서구 송현동
126, 25힐링센터, 제주특별자치도 서귀포시 표선면 성읍리
127, 365 마음동물병원, 서울특별시 구로구 궁동
128, 365 신원당 동물병원, 경기도 고양시 덕양구 성사동
129, 365동물병원, 서울특별시 도봉구 방학동
130, 365동물병원 분당점, 경기도 성남시 분당구 구미동
131, 365동물병원위례점, 경기도 성남시 수정구 창곡동
132, 365동판교동물병원, 경기도 성남시 분당구 백현동
133, 4u동물메디컬센타, 경기도 안산시 단원구 고잔동
134, ABC동물병원, 부산광역시 수영구 광안동
135, ACE동물병원, 인천광역시 연수구 송도동
136, AK동물병원, 강원도 춘천시 중앙로3가
137, AP동물병원, 경기도 용인시 수지구 동천동
138, AVC 동물메디컬센터, 인천광역시 계양구 계산동
139, Angel-In-Dogs Animal Hospital, 울산광역시 남구 달동
140, AtoZ동물병원, 경기도 성남시 분당구 백현동
141, BAC 바른동물병원, 경상북도 안동시 정하동
142, BB동물병원, 울산광역시 울주군 범서읍 구영리
143, BL불임우병원, 경기도 화성시 우정읍 조암리
144, BS조은동물병원, 부산광역시 해운대구 반송동
145, Be 동물병원, 경기도 부천시 괴안동
146, C.T.종합동물병원, 서울특별시 마포구 신공덕동
147, CH동물병원, 서울특별시 강동구 천호동
148, CJ동물병원, 경기도 부천시 중동
149, CM 동물병원, 충청북도 진천군 광혜원면 광혜원리
150, Central 동물병원, 인천광역시 연수구 송도동
151, D&C동물병원, 인천광역시 남동구 간석동
152, DK동물병원, 경상북도 칠곡군 동명면 금암리
153, DS동물병원, 서울특별시 관악구 신림동
154, Dr. dog 동물영상의료센터, 경기도 고양시 일산동구 정발산동
155, Dr. 오즈 동물병원, 경기도 성남시 분당구 서현동
156, Dr.G 동물병원, 인천광역시 강화군 선원면 창리
157, Dr.JK 동물병원, 경기도 고양시 일산동구 장항동
158, Dr.J동물병원, 경기도 용인시 기흥구 영덕동
159, Dr.K 종합동물병원, 충청남도 아산시 둔포면 석곡리
160, Dr.Mini 하늘다람쥐 전문병원, 경기도 파주시 문발동
161, Dr.dog동물의료센터, 경기도 고양시 일산동구 정발산동
162, Dr.남동물병원, 광주광역시 서구 화정동
163, Dr.베토벤동물병원, 서울특별시 강동구 상일동
164, Dr.수동물병원, 서울특별시 영등포구 여의도동
165, Dr.윤24시동물병원, 서울특별시 은평구 대조동
166, Dr.주 동물병원, 서울특별시 강동구 둔촌동
167, E 동물의료원, 충청북도 보은군 마로면 관기리
168, FM 동물메디컬센터, 경기도 고양시 덕양구 화정동
169, GD동물병원, 서울특별시 강동구 상일동
170, H 동물병원, 서울특별시 강북구 미아동
171, HELP 유기동물 의료센터, 서울특별시 서초구 방배동
172, Helix ADI Center : 헬릭스 영상진단센터, 경기도 고양시 덕양구 행신동
173, I-pet 동물병원, 서울특별시 영등포구 여의도동
174, J&C 동물병원, 경기도 이천시 설성면 신필리
175, J.H 동물병원, 대전광역시 서구 갈마동
176, JA 임상병리 동물병원, 경기도 안양시 만안구 안양동
177, JB동물병원, 세종특별자치시 아름동
178, JM서울동물병원(산업동물출장진료전문), 경상남도 함안군 칠서면 청계리
179, Jpet동물병원, 부산광역시 연제구 연산동
180, J동물병원, 인천광역시 서구 청라동
181, KABB 동물병원, 대구광역시 수성구 지산동
182, KABB-C 동물병원, 
183, KP 양계연구소, 전라북도 군산시 대야면 지경리
184, KRA 렛츠런파크제주 동물병원, 제주특별자치도 제주시 애월읍 유수암리
185, KRA 부산동물병원, 부산광역시 강서구 범방동
186, KRA 장수동물병원, 전라북도 장수군 장계면 명덕리
187, KRH동물병원, 경기도 김포시 감정동
188, KU건국동물병원, 충청남도 예산군 예산읍 산성리
189, KYH웰빙동물병원, 서울특별시 송파구 잠실동
190, LART ACADEMY, 경기도 남양주시 와부읍 덕소리
191, LOVE MY PET 동물병원, 서울특별시 은평구 응암동
192, MK동물병원, 울산광역시 울주군 온산읍 덕신리
193, MS동물병원, 부산광역시 연제구 연산동
194, MVP동물병원, 전라북도 전주시 완산구 효자동3가
195, My pet 동물병원, 전라북도 정읍시 수성동
196, NS대흥동물병원, 충청남도 논산시 채운면 화정리
197, O.K 동물병원, 경상남도 창원시 진해구 여좌동
198, O.K 동물병원, 경상남도 창원시 진해구 여좌동
199, PET119동물병원, 전라남도 목포시 상동
200, PET25시동물병원, 경기도 평택시 평택동
201, PMC, 경기도 이천시 대월면 사동리
202, SKY동물병원, 서울특별시 강서구 방화동
203, S동물병원, 경기도 부천시 상동
204, S동물의료센터, 경기도 화성시 반송동
205, THE나은동물병원, 대구광역시 달서구 도원동
206, THE힘찬동물병원, 경기도 용인시 기흥구 중동
207, TLC 동물의료센터, 경기도 부천시 중동
208, The행복한동물병원, 경상남도 창원시 마산회원구 내서읍 호계리
209, UN동물의료센터, 부산광역시 남구 대연동
210, V+care 동물병원, 서울특별시 서초구 반포동
211, VIP 동물의료센터, 서울특별시 성북구 동소문동6가
212, VIP동물의료센터, 서울특별시 동대문구 장안동
213, VIP동물의료센터 서초동작점, 서울특별시 서초구 방배동
214, VIP동물의료센터 청담점, 서울특별시 강남구 청담동
215, VIP동물한방재활의학센터, 서울특별시 강남구 청담동
216, WE 동물병원, 경기도 수원시 장안구 정자동
217, Wellness clinic 동물병원, 경기도 용인시 기흥구 보정동
218, Wiz-Pet 동물병원, 경기도 고양시 일산동구 백석동
219, W동물의료센터, 부산광역시 남구 용호동
220, ZOO동물병원, 서울특별시 성북구 정릉동
221, e-동물 메디컬 센터, 전라남도 무안군 삼향읍 남악리
222, on동물병원, 경상남도 통영시 북신동
223, sun동물병원, 경기도 수원시 권선구 곡반정동
224, two현동물병원, 경기도 평택시 동삭동
225, y동물병원, 대구광역시 수성구 시지동
226, 가경 나음 동물병원, 충청북도 청주시 흥덕구 가경동
227, 가경종합동물병원, 충청북도 청주시흥덕구 가경동
228, 가까운동물병원, 충청북도 청주시흥덕구 분평동
229, 가까운동물병원, 충청북도 청주시 서원구 분평동
230, 가나다 동물병원, 부산광역시 사상구 주례동
231, 가나다동물병원, 전라남도 해남군 해남읍 고도리
232, 가나동물병원, 경상북도 경주시 천북면 신당리
233, 가나동물병원, 경기도 부천시 송내동
234, 가나동물병원, 경상북도 구미시 원평동
235, 가나동물병원, 충청남도 논산시 연무읍 안심리
236, 가나동물병원, 서울특별시 강동구 암사동
237, 가나동물병원, 대구광역시 북구 산격동
238, 가나동물병원, 경기도 성남시 수정구 신흥동
239, 가나동물병원, 충청남도 아산시 온천동
240, 가나동물병원, 서울특별시 도봉구 방학동
241, 가나종합동물병원, 경상북도 포항시 북구 대흥동
242, 가나종합동물병원, 경상북도 경산시 옥산동
243, 가나종합동물병원, 서울특별시 양천구 목동
244, 가능동물병원, 경기도 의정부시 가능동
245, 가든펫동물병원, 서울특별시 은평구 증산동
246, 가락종합동물병원, 서울특별시 송파구 방이동
247, 가람가축병원, 경상북도 김천시 황금동
248, 가람동물병원, 서울특별시 강동구 성내동
249, 가람동물병원, 경상남도 창원시 마산회원구 합성동
250, 가람동물병원, 대구광역시 달서구 상인동
251, 가람동물병원, 경기도 부천시 괴안동
252, 가람동물병원, 경상남도 진주시 칠암동
253, 가람동물병원, 전라남도 나주시 빛가람동
254, 가람동물병원, 경상북도 상주시 복룡동
255, 가람동물병원, 경상남도 창원시 마산회원구 합성동
256, 가람동물병원, 경기도 구리시 인창동
257, 가람동물병원, 경기도 김포시 양촌읍 양곡리
258, 가람동물병원, 경상북도 경주시 외동읍 입실리
259, 가람동물병원, 제주특별자치도 서귀포시 대정읍 하모리
260, 가람동물병원, 경기도 고양시 일산동구 마두동
261, 가로수동물병원, 서울특별시 강남구 신사동
262, 가로수동물병원, 광주광역시 서구 화정동
263, 가믄장 동물병원, 충청남도 금산군 금산읍 상리
264, 가야농업협동조합동물병원, 경상남도 합천군 가야면 황산리
265, 가야동물병원, 경상북도 김천시 남산동
266, 가야동물병원, 경기도 수원시 팔달구 매산로3가
267, 가야동물병원, 경상남도 밀양시 내이동
268, 가야동물병원, 경기도 부천시 심곡동
269, 가야동물병원, 광주광역시 북구 우산동
270, 가야종합동물병원, 부산광역시 부산진구 개금동
271, 가양동물병원, 대전광역시 동구 가양동
272, 가양쿨펫동물병원, 서울특별시 강서구 가양동
273, 가온동물병원, 대구광역시 북구 서변동
274, 가온동물병원, 충청남도 천안시 동남구 청당동
275, 가온동물병원, 부산광역시 서구 서대신동1가
276, 가온동물병원, 전라북도 김제시 신풍동
277, 가온동물병원, 경기도 파주시 목동동
278, 가온동물병원, 경상남도 양산시 물금읍 가촌리
279, 가온동물병원, 서울특별시 양천구 목동
280, 가온동물병원, 서울특별시 강동구 고덕동
281, 가온동물의료센터, 경상남도 창원시 성산구 가음동
282, 가인동물병원, 충청북도 충주시 연수동
283, 가재울봉쥬르동물병원, 서울특별시 서대문구 북가좌동
284, 가정동물병원, 인천광역시 서구 가정동
285, 가족동물병원, 전라북도 군산시 수송동
286, 가좌동물병원, 서울특별시 서대문구 북가좌동
287, 가좌동물병원, 경기도 고양시 일산서구 가좌동
288, 가축유전자원센터 동물병원, 경상남도 함양군 서상면 상남리
289, 가평가축병원, 경기도 가평군 가평읍 대곡리
290, 가평축산농협 동물병원, 경기도 가평군 가평읍 대곡리
291, 갈매동물병원, 
292, 감계동물병원, 경상남도 창원시 의창구 북면 감계리
293, 감자동물병원, 대구광역시 수성구 매호동
294, 감춘영가축병원, 경상남도 남해군 남해읍 서변리
295, 갑을동물병원, 부산광역시 해운대구 재송동
296, 강 동물병원, 경상남도 김해시 진영읍 진영리
297, 강 동물병원, 경기도 용인시 처인구 백암면 백암리
298, 강남25동물병원, 서울특별시 강남구 논현동
299, 강남가축병원, 강원도 강릉시 포남동
300, 강남다온동물병원, 서울특별시 강남구 도곡동
301, 강남동물메디컬센터, 경기도 광주시 퇴촌면 관음리
302, 강남동물병원, 경기도 화성시 향남읍 행정리
303, 강남동물병원, 경기도 용인시 수지구 동천동
304, 강남동물병원, 제주특별자치도 제주시 삼도이동
305, 강남동물병원, 서울특별시 강남구 논현동
306, 강남동물병원, 경기도 군포시 산본동
307, 강남동물병원, 경기도 성남시 중원구 금광동
308, 강남동물병원, 울산광역시 남구 달동
309, 강남동물병원, 충청남도 홍성군 홍성읍 고암리
310, 강남동물병원, 경기도 고양시 일산동구 식사동
311, 강남동물병원, 서울특별시 동작구 대방동
312, 강남동물병원, 경상북도 구미시 원평동
313, 강남동물병원, 경기도 평택시 팽성읍 안정리
314, 강남메디컬동물병원, 경상북도 안동시 정하동
315, 강남서초 동물병원, 서울특별시 서초구 서초동
316, 강남애니동물메디컬센터, 경기도 하남시 신장동
317, 강남종합동물병원, 강원도 춘천시 석사동
318, 강남종합동물병원, 경기도 용인시 기흥구 신갈동
319, 강내동물병원, 충청북도 청원군 강내면 탑연리
320, 강내동물병원, 충청북도 청주시 흥덕구 강내면 탑연리
321, 강동24시 SKY 동물의료센터, 서울특별시 강동구 성내동
322, 강동동물병원, 서울특별시 강동구 길동
323, 강동동물병원, 
324, 강동물병원, 대구광역시 북구 관음동
325, 강동물병원, 경상남도 진주시 하대동
326, 강릉동물병원, 강원도 강릉시 옥천동
327, 강릉축협동물병원, 강원도 강릉시 입암동
328, 강북 24시 N 동물의료센터, 서울특별시 성북구 길음동
329, 강북동물병원, 서울특별시 강북구 번동
330, 강북동물병원, 경상북도 경산시 하양읍 동서리
331, 강북동물병원, 대구광역시 북구 태전동
332, 강북동물병원, 서울특별시 성북구 종암동
333, 강북우리동물의료센터, 서울특별시 도봉구 창동
334, 강북종합, 충청남도 공주시 신관동
335, 강산동물병원, 경기도 여주시 홍문동
336, 강산동물병원, 경기도 안성시 원곡면 반제리
337, 강서YD동물의료센터, 서울특별시 강서구 등촌동
338, 강서동물병원, 충청북도 청주시 흥덕구 비하동
339, 강서동물병원, 서울특별시 강서구 화곡동
340, 강서동물병원, 충청북도 청주시 흥덕구 비하동
341, 강아지나라동물병원, 경기도 남양주시 진접읍 장현리
342, 강아지와고양이나라 동물병원, 인천광역시 남동구 논현동
343, 강애동물병원, 경상남도 창원시 성산구 안민동
344, 강애동물병원, 경상남도 창원시 서상동
345, 강앤정 동물병원, 서울특별시 서대문구 남가좌동
346, 강영석동물병원, 충청남도 홍성군 홍성읍 오관리
347, 강원대학교 부속 동물병원, 강원도 춘천시 효자동
348, 강원대학교부설 야생동물구조센터, 강원도 춘천시 효자동
349, 강원동물병원, 강원도 홍천군 홍천읍 연봉리
350, 강원동물병원, 강원도 양구군 양구읍 하리
351, 강원동물병원, 강원도 영월군 영월읍 영흥리
352, 강원동물병원, 강원도 원주시 중앙동
353, 강원동물병원, 강원도 삼척시 근덕면 광태리
354, 강원양돈축산업협동조합동물병원, 강원도 강릉시 교동
355, 강이동물병원, 충청남도 예산군 광시면 광시리
356, 강일웅 동물메디컬 센터, 울산광역시 남구 달동
357, 강주혁동물병원, 경상북도 성주군 용암면 상언리
358, 강진동물약품병원, 전라남도 강진군 강진읍 동성리
359, 강진완도축협동물병원, 전라남도 강진군 군동면 호계리
360, 강한 우리동물병원, 충청남도 당진시 합덕읍 운산리
361, 강해철 동물병원, 경상북도 문경시 모전동
362, 강현림 종합동물병원, 서울특별시 양천구 목동
363, 강형모동물병원, 경상남도 합천군 합천읍 합천리
364, 개금동물병원, 부산광역시 사상구 주례동
365, 개명동물병원, 서울특별시 구로구 개봉동
366, 개봉동물병원, 서울특별시 구로구 고척동
367, 개와냥이동물병원, 서울특별시 은평구 대조동
368, 개포동물병원, 서울특별시 강남구 개포동
369, 개포동물병원, 경기도 양평군 양서면 양수리
370, 개포별빛동물병원, 서울특별시 강남구 개포동
371, 갤러리아동물병원, 서울특별시 송파구 잠실동
372, 거부기 동물병원, 경기도 고양시 일산동구 장항동
373, 거산동물병원, 충청남도 당진시 신평면 거산리
374, 거산동물병원, 충청남도 당진군 신평면 거산리
375, 거제동물메디컬센터, 경상남도 거제시 고현동
376, 거제동물병원, 부산광역시 연제구 거제동
377, 거창축산업협동조합동물병원, 경상남도 거창군 거창읍 대평리
378, 건국 대동물병원, 충청남도 서산시 읍내동
379, 건국 동물병원, 경기도 성남시 수정구 태평동
380, 건국 종합 가축병원 (출장전문병원), 경기도 안성시 일죽면 송천리
381, 건국가축병원, 경상북도 상주시 신봉동
382, 건국대학교 부속 동물병원, 서울특별시 광진구 화양동
383, 건국동물병원, 충청남도 당진시 읍내동
384, 건국동물병원, 충청북도 청주시 청원구 내수읍 마산리
385, 건국동물병원, 강원도 홍천군 홍천읍 연봉리
386, 건국동물병원, 충청남도 당진군 당진읍 읍내리
387, 건국동물병원, 경기도 평택시 청북읍 어연리
388, 건국동물병원, 경기도 구리시 교문동
389, 건국동물병원, 경상북도 경주시 외동읍 입실리
390, 건국동물병원(출장진료전문), 충청남도 아산시 둔포면 둔포리
391, 건우동물병원, 경기도 양주시 은현면 선암리
392, 검단종합동물병원, 인천광역시 서구 마전동
393, 검암동물병원, 인천광역시 서구 검암동
394, 견우동물병원, 경기도 광주시 태전동
395, 견우동물병원, 경상북도 포항시 북구 두호동
396, 경기 동물 영상 센터, 경기도 수원시 장안구 조원동
397, 경기도 도우미견나눔센터, 경기도 화성시 마도면 쌍송리
398, 경기도 야생동물 구조관리센터, 경기도 평택시 진위면 동천리
399, 경기동물메디컬센터, 경기도 오산시 원동
400, 경기동물병원, 경기도 가평군 청평면 청평리
401, 경기동물병원, 경기도 동두천시 생연동
402, 경기동물병원, 경기도 평택시 서정동
403, 경기동물전문병원, 경기도 이천시 중리동
404, 경기중앙동물병원, 경기도 안양시 만안구 안양동
405, 경남동물병원, 경상남도 진주시 일반성면 창촌리
406, 경남동물병원, 경상남도 밀양시 내일동
407, 경남수의동물병원, 경상남도 창녕군 계성면 명리
408, 경남수의동물병원(출장진료전문병원), 경상남도 진주시 상평동
409, 경남야생동물센터, 경상남도 진주시 가좌동
410, 경남우유동물병원, 경상남도 창원시 동읍 용잠리
411, 경남유우동물병원, 경상남도 창원시 의창구 동읍 용잠리
412, 경남축산가축병원, 경상남도 고성군 회화면 배둔리
413, 경동가축병원, 경상북도 영주시 하망동
414, 경동동물병원, 인천광역시 중구 경동
415, 경민동물병원, 경상북도 영천시 도림동
416, 경북가축병원, 경상북도 안동시 금곡동
417, 경북가축병원, 대구광역시 북구 노원동2가
418, 경북대동물병원, 경상북도 경주시 안강읍 안강리
419, 경북대학교 수의과대학 부속동물병원, 대구광역시 북구 산격동
420, 경북대학교 수의과대학 부속동물병원(분원), 경상북도 상주시 가장동
421, 경북동물병원, 경상북도 고령군 쌍림면 고곡리
422, 경북종합동물병원, 경상북도 상주시 함창읍 구향리
423, 경산동물병원, 경상북도 경산시 중방동
424, 경산의 삽살개육종연구소, 경상북도 경산시 와촌면 박사리
425, 경산축산농협 동물병원, 경상북도 경산시 자인면 서부리
426, 경상국립대학교 동물의료원, 경상남도 진주시 가좌동
427, 경상국립대학교수의과대학부속동물병원, 경상남도 진주시 가좌동
428, 경상동물병원, 경상남도 산청군 산청읍 지리
429, 경상동물병원, 경상남도 함안군 가야읍 도항리
430, 경상동물병원, 경상남도 창원시 상남동
431, 경상동물병원, 경상남도 창원시 성산구 상남동
432, 경상북도 야생동물 구조관리센터, 
433, 경서동물병원, 경기도 고양시 덕양구 화전동
434, 경의, 경상북도 의성군 의성읍 후죽리
435, 경인동물의료센터, 서울특별시 영등포구 영등포동
436, 경일 동물병원, 경상남도 창원시 마산회원구 회성동
437, 경주동물병원, 경상북도 경주시 성동동
438, 경주축협동물병원(황성점), 
439, 경희궁 바른 동물병원, 서울특별시 종로구 홍파동
440, 계림동물병원, 경상북도 상주시 복룡동
441, 계산동물병원, 인천광역시 계양구 작전동
442, 계양 24시 SKY 동물병원, 인천광역시 계양구 작전동
443, 계양 동물 메디컬 센터, 인천광역시 계양구 계산동
444, 계양동물병원, 인천광역시 계양구 효성동
445, 고강동물병원, 경기도 부천시 고강동
446, 고고동물병원, 경상북도 상주시 공성면 옥산리
447, 고대영동물병원, 경기도 안산시 상록구 성포동
448, 고덕 고래힐동물병원, 서울특별시 강동구 고덕동
449, 고덕24시 동물병원, 
450, 고동물병원, 부산광역시 중구 남포동5가
451, 고득영동물병원, 서울특별시 강서구 화곡동
452, 고래 동물병원, 경기도 시흥시 은행동
453, 고려동물메디컬센터, 충청북도 청주시 서원구 사직동
454, 고려동물메디컬센터, 충청북도 청주시 흥덕구 사직동
455, 고려동물병원, 경상북도 청도군 청도읍 고수리
456, 고려동물병원, 전라남도 장성군 장성읍 영천리
457, 고려동물병원, 충청남도 서산시 동문동
458, 고려동물병원, 전라북도 익산시 영등동
459, 고려동물병원, 서울특별시 관악구 신림동
460, 고려동물병원, 경상북도 상주시 남성동
461, 고려동물병원, 경기도 파주시 금촌동
462, 고려동물병원, 광주광역시 남구 방림동
463, 고려동물병원, 경상남도 김해시 서상동
464, 고려동물병원, 경기도 수원시 장안구 정자동
465, 고려동물병원, 경기도 하남시 신장동
466, 고려동물병원, 경상남도 창원시 의창구 봉곡동
467, 고려동물병원, 경상남도 창원시 봉곡동
468, 고려동물병원, 경기도 화성시 봉담읍 와우리
469, 고려동물병원, 서울특별시 노원구 상계동
470, 고려동물병원, 강원도 춘천시 퇴계동
471, 고려동물병원, 충청남도 천안시 동남구 신부동
472, 고려동물병원, 충청북도 옥천군 옥천읍 장야리
473, 고려동물병원 (출장전문동물병원), 경기도 안성시 보개면 양복리
474, 고려동물병원(출장진료전문동물병원), 전라남도 담양군 담양읍 지침리
475, 고려동물종합병원, 대전광역시 대덕구 송촌동
476, 고려애견종합병원, 경기도 성남시 수정구 신흥동
477, 고려애견종합병원, 대구광역시 중구 남산동
478, 고려종합동물병원, 서울특별시 강서구 가양동
479, 고려종합동물병원, 서울특별시 강남구 도곡동
480, 고령가축병원, 경상북도 고령군 고령읍 헌문리
481, 고령성주축협동물병원, 경상북도 고령군 고령읍 고아리
482, 고방동물병원, 경기도 이천시 부발읍 신하리
483, 고병기동물병원, 경기도 수원시 권선구 권선동
